0 -0.00415879 -0.0045084
1 -0.00526846 -0.00528538
2 -0.00502223 -0.00471602
3 -0.00346272 -0.00291742
4 -0.000977032 -0.000323847
5 0.00180364 0.00241621
6 0.00416801 0.00460109
7 0.0055077 0.00565588
8 0.00547121 0.00528468
9 0.00405117 0.00355353
10 0.00158547 0.000879902
11 -0.00132557 -0.00207053
12 -0.00396455 -0.0045531
13 -0.00567069 -0.00593441
14 -0.00600174 -0.00585354
15 -0.00484618 -0.00431274
16 -0.0024579 -0.00167619
17 0.000597733 0.0014203
18 0.0035768 0.00422438
19 0.00573832 0.00604826
20 0.00652994 0.00643339
21 0.00572982 0.00526127
22 0.0035071 0.00278566
23 0.000384069 -0.000421713
24 -0.00289055 -0.00360144
25 -0.00552453 -0.00598447
26 -0.00687459 -0.00697759
27 -0.00660098 -0.00631141
28 -0.00474787 -0.00411292
29 -0.0017327 -0.000881867
30 0.00175071 0.00262535
31 0.00489161 0.00557633
32 0.00694826 0.00726258
33 0.00741932 0.007269
34 0.00616305 0.00557212
35 0.0034368 0.00254518
36 -0.000154365 -0.00112841
37 -0.00379116 -0.00461118
38 -0.0066274 -0.00710097
39 -0.00798817 -0.00801181
40 -0.00753125 -0.00710761
41 -0.00533166 -0.00455974
42 -0.00186789 -0.000915214
43 0.00208672 0.0030198
44 0.00564069 0.0063575
45 0.00798653 0.00832878
46 0.00858166 0.00846084
47 0.00726861 0.00669001
48 0.00431024 0.00338189
49 0.000334386 -0.000747187
50 -0.00379947 -0.0047893
51 -0.00718388 -0.00784744
52 -0.00905996 -0.00923436
53 -0.00898553 -0.00862342
54 -0.00693797 -0.00611953
55 -0.00332714 -0.00223711
56 0.00108724 0.00220803
57 0.00535754 0.00626958
58 0.00855421 0.00906935
59 0.00996937 0.00998385
60 0.00927212 0.0087806
61 0.00658116 0.00567485
62 0.00244035 0.00129192
63 -0.00229586 -0.00345948
64 -0.00664073 -0.00757783
65 -0.00967948 -0.0101821
66 -0.0107579 -0.0107008
67 -0.00961835 -0.00899444
68 -0.00645693 -0.00538628
69 -0.00188932 -0.000595408
70 0.00316861 0.00441049
71 0.00768415 0.00861131
72 0.0107188 0.0111396
73 0.0116236 0.0114552
74 0.0101772 0.00945553
75 0.00663586 0.00550185
76 0.00168436 0.000353537
77 -0.00370152 -0.00497755
78 -0.00845072 -0.00942623
79 -0.01161 -0.0120874
80 -0.0125316 -0.0124001
81 -0.011 -0.0102638
82 -0.0072755 -0.00606185
83 -0.00204792 -0.000588321
84 0.00369144 0.00510678
85 0.00883653 0.00992125
86 0.0123784 0.0129129
87 0.0136025 0.0134796
88 0.0122313 0.0114749
89 0.00848448 0.007238
90 0.00304069 0.00153466
91 -0.00308957 -0.00458163
92 -0.00875586 -0.00996353
93 -0.0128851 -0.0135843
94 -0.0146824 -0.0147327
95 -0.0137789 -0.0131515
96 -0.0103004 -0.00909055
