0 0.0980919 0.0980919
1 0.0992043 0.0990107
2 0.0999252 0.0995388
3 0.100252 0.0996741
4 0.100183 0.099416
5 0.0997181 0.0987655
6 0.0988601 0.0977253
7 0.0976119 0.0962994
8 0.0959785 0.0944934
9 0.0939663 0.0923146
10 0.0915833 0.0897713
11 0.0888388 0.0868739
12 0.0857437 0.0836335
13 0.0823103 0.0800631
14 0.0785519 0.0761767
15 0.0744836 0.0719897
16 0.0701214 0.0675186
17 0.0654823 0.062781
18 0.0605849 0.0577956
19 0.0554484 0.0525822
20 0.050093 0.0471612
21 0.0445399 0.0415541
22 0.0388111 0.035783
23 0.0329291 0.0298707
24 0.0269171 0.0238405
25 0.0207989 0.0177162
26 0.0145986 0.011522
27 0.00834071 0.00528236
28 0.0020499 -0.000978159
29 -0.004249 -0.00723482
30 -0.0105311 -0.0134629
31 -0.0167717 -0.0196379
32 -0.0229461 -0.0257354
33 -0.0290299 -0.0317313
34 -0.0349992 -0.037602
35 -0.0408303 -0.0433242
36 -0.0465003 -0.0488755
37 -0.0519868 -0.0542339
38 -0.0572681 -0.0593783
39 -0.0623234 -0.0642884
40 -0.0671327 -0.0689447
41 -0.0716771 -0.0733289
42 -0.0759386 -0.0774237
43 -0.0799005 -0.081213
44 -0.083547 -0.0846818
45 -0.0868637 -0.0878163
46 -0.0898377 -0.0906043
47 -0.0924571 -0.0930347
48 -0.0947116 -0.095098
49 -0.0965924 -0.0967859
50 -0.0980919 -0.0980919
51 -0.0992043 -0.0990107
52 -0.0999252 -0.0995388
53 -0.100252 -0.0996741
54 -0.100183 -0.099416
55 -0.0997181 -0.0987655
56 -0.0988601 -0.0977253
57 -0.0976119 -0.0962994
58 -0.0959785 -0.0944934
59 -0.0939663 -0.0923146
60 -0.0915833 -0.0897713
61 -0.0888388 -0.0868739
62 -0.0857437 -0.0836335
63 -0.0823103 -0.0800631
64 -0.0785519 -0.0761767
65 -0.0744836 -0.0719897
66 -0.0701214 -0.0675186
67 -0.0654823 -0.062781
68 -0.0605849 -0.0577956
69 -0.0554484 -0.0525822
70 -0.050093 -0.0471612
71 -0.0445399 -0.0415541
72 -0.0388111 -0.035783
73 -0.0329291 -0.0298707
74 -0.0269171 -0.0238405
75 -0.0207989 -0.0177162
76 -0.0145986 -0.011522
77 -0.00834071 -0.00528236
78 -0.0020499 0.000978159
79 0.004249 0.00723482
80 0.0105311 0.0134629
81 0.0167717 0.0196379
82 0.0229461 0.0257354
83 0.0290299 0.0317313
84 0.0349992 0.037602
85 0.0408303 0.0433242
86 0.0465003 0.0488755
87 0.0519868 0.0542339
88 0.0572681 0.0593783
89 0.0623234 0.0642884
90 0.0671327 0.0689447
91 0.0716771 0.0733289
92 0.0759386 0.0774237
93 0.0799005 0.081213
94 0.083547 0.0846818
95 0.0868637 0.0878163
96 0.0898377 0.0906043
97 0.0924571 0.0930347
98 0.0947116 0.095098
99 0.0965924 0.0967859
100 0.0980919 0.0980919
101 0.0992043 0.0990107
102 0.0999252 0.0995388
103 0.100252 0.0996741
104 0.100183 0.099416
105 0.0997181 0.0987655
106 0.0988601 0.0977253
107 0.0976119 0.0962994
108 0.0959785 0.0944934
109 0.0939663 0.0923146
110 0.0915833 0.0897713
111 0.0888388 0.0868739
112 0.0857437 0.0836335
113 0.0823103 0.0800631
114 0.0785519 0.0761767
115 0.0744836 0.0719897
116 0.0701214 0.0675186
117 0.0654823 0.062781
118 0.0605849 0.0577956
119 0.0554484 0.0525822
120 0.050093 0.0471612
121 0.0445399 0.0415541
122 0.0388111 0.035783
123 0.0329291 0.0298707
124 0.0269171 0.0238405
125 0.0207989 0.0177162
126 0.0145986 0.011522
127 0.00834071 0.00528236
128 0.0020499 -0.000978159
129 -0.004249 -0.00723482
130 -0.0105311 -0.0134629
131 -0.0167717 -0.0196379
132 -0.0229461 -0.0257354
133 -0.0290299 -0.0317313
134 -0.0349992 -0.037602
135 -0.0408303 -0.0433242
136 -0.0465003 -0.0488755
137 -0.0519868 -0.0542339
138 -0.0572681 -0.0593783
139 -0.0623234 -0.0642884
140 -0.0671327 -0.0689447
141 -0.0716771 -0.0733289
142 -0.0759386 -0.0774237
143 -0.0799005 -0.081213
144 -0.083547 -0.0846818
145 -0.0868637 -0.0878163
146 -0.0898377 -0.0906043
147 -0.0924571 -0.0930347
148 -0.0947116 -0.095098
149 -0.0965924 -0.0967859
150 -0.0980919 -0.0980919
