x,y,T
0.71,0.21,28.255
0.71,0.22,27.1895
0.71,0.23,26.2349
0.71,0.24,25.384
0.71,0.25,24.6293
0.71,0.26,23.9631
0.71,0.27,23.3781
0.71,0.28,22.8669
0.71,0.29,22.4224
0.71,0.3,22.0378
0.71,0.31,21.7067
0.71,0.32,21.4231
0.71,0.33,21.1813
0.71,0.34,20.9762
0.71,0.35,20.8031
0.71,0.36,20.6578
0.71,0.37,20.5363
0.71,0.38,20.4353
0.71,0.39,20.3517
0.71,0.4,20.2829
0.71,0.41,20.2265
0.71,0.42,20.1805
0.71,0.43,20.1432
0.71,0.44,20.1131
0.71,0.45,20.0889
0.71,0.46,20.0696
0.71,0.47,20.0542
0.71,0.48,20.042
0.71,0.49,20.0324
0.71,0.5,20.0249
0.71,0.51,20.0191
0.71,0.52,20.0145
0.71,0.53,20.011
0.71,0.54,20.0083
0.71,0.55,20.0062
0.71,0.56,20.0047
0.71,0.57,20.0035
0.71,0.58,20.0026
0.71,0.59,20.0019
0.71,0.6,20.0014
0.71,0.61,20.001
0.71,0.62,20.0007
0.71,0.63,20.0005
0.71,0.64,20.0004
0.71,0.65,20.0003
0.71,0.66,20.0002
0.71,0.67,20.0001
0.71,0.68,20.0001
0.71,0.69,20.0001
0.71,0.7,20
0.71,0.71,20
0.71,0.72,20
0.71,0.73,20
0.71,0.74,20
0.71,0.75,20
0.71,0.76,20
0.71,0.77,20
0.71,0.78,20
0.71,0.79,20
0.71,0.8,20
0.71,0.81,20
0.71,0.82,20
0.71,0.83,20
0.71,0.84,20
0.71,0.85,20
0.71,0.86,20
0.71,0.87,20
0.71,0.88,20
0.71,0.89,20
0.71,0.9,20
0.71,0.91,20
0.71,0.92,20
0.71,0.93,20
0.71,0.94,20
0.71,0.95,20
0.71,0.96,20
0.71,0.97,20
0.71,0.98,20
0.71,0.99,20
0.72,0,80
0.72,0.01,76.6168
0.72,0.02,73.2504
0.72,0.03,69.9176
0.72,0.04,66.6345
0.72,0.05,63.4164
0.72,0.06,60.2778
0.72,0.07,57.2321
0.72,0.08,54.2913
0.72,0.09,51.4658
0.72,0.1,48.7648
0.72,0.11,46.1956
0.72,0.12,43.7639
0.72,0.13,41.474
0.72,0.14,39.3282
0.72,0.15,37.3276
0.72,0.16,35.4715
0.72,0.17,33.7582
0.72,0.18,32.1846
0.72,0.19,30.7463
0.72,0.2,29.4385
0.72,0.21,28.255
0.72,0.22,27.1895
0.72,0.23,26.2349
0.72,0.24,25.384
0.72,0.25,24.6293
0.72,0.26,23.9631
0.72,0.27,23.3781
0.72,0.28,22.8669
0.72,0.29,22.4224
0.72,0.3,22.0378
0.72,0.31,21.7067
0.72,0.32,21.4231
0.72,0.33,21.1813
0.72,0.34,20.9762
0.72,0.35,20.8031
0.72,0.36,20.6578
0.72,0.37,20.5363
0.72,0.38,20.4353
0.72,0.39,20.3517
0.72,0.4,20.2829
0.72,0.41,20.2265
0.72,0.42,20.1805
0.72,0.43,20.1432
0.72,0.44,20.1131
0.72,0.45,20.0889
0.72,0.46,20.0696
0.72,0.47,20.0542
0.72,0.48,20.042
0.72,0.49,20.0324
0.72,0.5,20.0249
0.72,0.51,20.0191
0.72,0.52,20.0145
0.72,0.53,20.011
0.72,0.54,20.0083
0.72,0.55,20.0062
0.72,0.56,20.0047
0.72,0.57,20.0035
0.72,0.58,20.0026
0.72,0.59,20.0019
0.72,0.6,20.0014
0.72,0.61,20.001
0.72,0.62,20.0007
0.72,0.63,20.0005
0.72,0.64,20.0004
0.72,0.65,20.0003
0.72,0.66,20.0002
0.72,0.67,20.0001
0.72,0.68,20.0001
0.72,0.69,20.0001
0.72,0.7,20
0.72,0.71,20
0.72,0.72,20
0.72,0.73,20
0.72,0.74,20
0.72,0.75,20
0.72,0.76,20
0.72,0.77,20
0.72,0.78,20
0.72,0.79,20
0.72,0.8,20
0.72,0.81,20
0.72,0.82,20
0.72,0.83,20
0.72,0.84,20
0.72,0.85,20
0.72,0.86,20
0.72,0.87,20
0.72,0.88,20
0.72,0.89,20
0.72,0.9,20
0.72,0.91,20
0.72,0.92,20
0.72,0.93,20
0.72,0.94,20
0.72,0.95,20
0.72,0.96,20
0.72,0.97,20
0.72,0.98,20
0.72,0.99,20
0.73,0,80
0.73,0.01,76.6168
0.73,0.02,73.2504
0.73,0.03,69.9176
0.73,0.04,66.6345
0.73,0.05,63.4164
0.73,0.06,60.2778
0.73,0.07,57.2321
0.73,0.08,54.2913
0.73,0.09,51.4658
0.73,0.1,48.7648
0.73,0.11,46.1956
0.73,0.12,43.7639
0.73,0.13,41.474
0.73,0.14,39.3282
0.73,0.15,37.3276
0.73,0.16,35.4715
0.73,0.17,33.7582
0.73,0.18,32.1846
0.73,0.19,30.7464
0.73,0.2,29.4385
0.73,0.21,28.255
0.73,0.22,27.1895
0.73,0.23,26.235
0.73,0.24,25.384
0.73,0.25,24.6293
0.73,0.26,23.9631
0.73,0.27,23.3781
0.73,0.28,22.8669
0.73,0.29,22.4224
0.73,0.3,22.0378
0.73,0.31,21.7067
0.73,0.32,21.4231
0.73,0.33,21.1813
0.73,0.34,20.9762
0.73,0.35,20.8031
0.73,0.36,20.6578
0.73,0.37,20.5363
0.73,0.38,20.4353
0.73,0.39,20.3517
0.73,0.4,20.2829
0.73,0.41,20.2265
0.73,0.42,20.1805
0.73,0.43,20.1432
0.73,0.44,20.1131
0.73,0.45,20.0889
0.73,0.46,20.0696
0.73,0.47,20.0542
0.73,0.48,20.042
0.73,0.49,20.0324
0.73,0.5,20.0249
0.73,0.51,20.0191
0.73,0.52,20.0145
0.73,0.53,20.011
0.73,0.54,20.0083
0.73,0.55,20.0062
0.73,0.56,20.0047
0.73,0.57,20.0035
0.73,0.58,20.0026
0.73,0.59,20.0019
0.73,0.6,20.0014
0.73,0.61,20.001
0.73,0.62,20.0007
0.73,0.63,20.0005
0.73,0.64,20.0004
0.73,0.65,20.0003
0.73,0.66,20.0002
0.73,0.67,20.0001
0.73,0.68,20.0001
0.73,0.69,20.0001
0.73,0.7,20
0.73,0.71,20
0.73,0.72,20
0.73,0.73,20
0.73,0.74,20
0.73,0.75,20
0.73,0.76,20
0.73,0.77,20
0.73,0.78,20
0.73,0.79,20
0.73,0.8,20
0.73,0.81,20
0.73,0.82,20
0.73,0.83,20
0.73,0.84,20
0.73,0.85,20
0.73,0.86,20
0.73,0.87,20
0.73,0.88,20
0.73,0.89,20
0.73,0.9,20
0.73,0.91,20
0.73,0.92,20
0.73,0.93,20
0.73,0.94,20
0.73,0.95,20
0.73,0.96,20
0.73,0.97,20
0.73,0.98,20
0.73,0.99,20
0.74,0,80
0.74,0.01,76.6168
0.74,0.02,73.2504
0.74,0.03,69.9176
0.74,0.04,66.6345
0.74,0.05,63.4164
0.74,0.06,60.2778
0.74,0.07,57.2321
0.74,0.08,54.2913
0.74,0.09,51.4658
0.74,0.1,48.7648
0.74,0.11,46.1956
0.74,0.12,43.7639
0.74,0.13,41.474
0.74,0.14,39.3282
0.74,0.15,37.3276
0.74,0.16,35.4715
0.74,0.17,33.7582
0.74,0.18,32.1846
0.74,0.19,30.7464
0.74,0.2,29.4385
0.74,0.21,28.255
0.74,0.22,27.1895
0.74,0.23,26.235
0.74,0.24,25.384
0.74,0.25,24.6293
0.74,0.26,23.9631
0.74,0.27,23.3781
0.74,0.28,22.8669
0.74,0.29,22.4224
0.74,0.3,22.0378
0.74,0.31,21.7067
0.74,0.32,21.4231
0.74,0.33,21.1813
0.74,0.34,20.9762
0.74,0.35,20.8031
0.74,0.36,20.6578
0.74,0.37,20.5363
0.74,0.38,20.4353
0.74,0.39,20.3517
0.74,0.4,20.2829
0.74,0.41,20.2265
0.74,0.42,20.1805
0.74,0.43,20.1432
0.74,0.44,20.1131
0.74,0.45,20.0889
0.74,0.46,20.0696
0.74,0.47,20.0542
0.74,0.48,20.042
0.74,0.49,20.0324
0.74,0.5,20.0249
0.74,0.51,20.0191
0.74,0.52,20.0145
0.74,0.53,20.011
0.74,0.54,20.0083
0.74,0.55,20.0062
0.74,0.56,20.0047
0.74,0.57,20.0035
0.74,0.58,20.0026
0.74,0.59,20.0019
0.74,0.6,20.0014
0.74,0.61,20.001
0.74,0.62,20.0007
0.74,0.63,20.0005
0.74,0.64,20.0004
0.74,0.65,20.0003
0.74,0.66,20.0002
0.74,0.67,20.0001
0.74,0.68,20.0001
0.74,0.69,20.0001
0.74,0.7,20
0.74,0.71,20
0.74,0.72,20
0.74,0.73,20
0.74,0.74,20
0.74,0.75,20
0.74,0.76,20
0.74,0.77,20
0.74,0.78,20
0.74,0.79,20
0.74,0.8,20
0.74,0.81,20
0.74,0.82,20
0.74,0.83,20
0.74,0.84,20
0.74,0.85,20
0.74,0.86,20
0.74,0.87,20
0.74,0.88,20
0.74,0.89,20
0.74,0.9,20
0.74,0.91,20
0.74,0.92,20
0.74,0.93,20
0.74,0.94,20
0.74,0.95,20
0.74,0.96,20
0.74,0.97,20
0.74,0.98,20
0.74,0.99,20
0.75,0,80
0.75,0.01,76.6168
0.75,0.02,73.2504
0.75,0.03,69.9176
0.75,0.04,66.6345
0.75,0.05,63.4164
0.75,0.06,60.2778
0.75,0.07,57.2321
0.75,0.08,54.2913
0.75,0.09,51.4658
0.75,0.1,48.7648
0.75,0.11,46.1956
0.75,0.12,43.7639
0.75,0.13,41.474
0.75,0.14,39.3282
0.75,0.15,37.3276
0.75,0.16,35.4715
0.75,0.17,33.7582
0.75,0.18,32.1846
0.75,0.19,30.7464
0.75,0.2,29.4385
0.75,0.21,28.255
0.75,0.22,27.1895
0.75,0.23,26.235
0.75,0.24,25.384
0.75,0.25,24.6293
0.75,0.26,23.9631
0.75,0.27,23.3781
0.75,0.28,22.8669
0.75,0.29,22.4224
0.75,0.3,22.0378
0.75,0.31,21.7067
0.75,0.32,21.4231
0.75,0.33,21.1813
0.75,0.34,20.9762
0.75,0.35,20.8031
0.75,0.36,20.6578
0.75,0.37,20.5363
0.75,0.38,20.4353
0.75,0.39,20.3517
0.75,0.4,20.2829
0.75,0.41,20.2265
0.75,0.42,20.1805
0.75,0.43,20.1432
0.75,0.44,20.1131
0.75,0.45,20.0889
0.75,0.46,20.0696
0.75,0.47,20.0542
0.75,0.48,20.042
0.75,0.49,20.0324
0.75,0.5,20.0249
0.75,0.51,20.0191
0.75,0.52,20.0145
0.75,0.53,20.011
0.75,0.54,20.0083
0.75,0.55,20.0062
0.75,0.56,20.0047
0.75,0.57,20.0035
0.75,0.58,20.0026
0.75,0.59,20.0019
0.75,0.6,20.0014
0.75,0.61,20.001
0.75,0.62,20.0007
0.75,0.63,20.0005
0.75,0.64,20.0004
0.75,0.65,20.0003
0.75,0.66,20.0002
0.75,0.67,20.0001
0.75,0.68,20.0001
0.75,0.69,20.0001
0.75,0.7,20
0.75,0.71,20
0.75,0.72,20
0.75,0.73,20
0.75,0.74,20
0.75,0.75,20
0.75,0.76,20
0.75,0.77,20
0.75,0.78,20
0.75,0.79,20
0.75,0.8,20
0.75,0.81,20
0.75,0.82,20
0.75,0.83,20
0.75,0.84,20
0.75,0.85,20
0.75,0.86,20
0.75,0.87,20
0.75,0.88,20
0.75,0.89,20
0.75,0.9,20
0.75,0.91,20
0.75,0.92,20
0.75,0.93,20
0.75,0.94,20
0.75,0.95,20
0.75,0.96,20
0.75,0.97,20
0.75,0.98,20
0.75,0.99,20
0.76,0,80
0.76,0.01,76.6168
0.76,0.02,73.2504
0.76,0.03,69.9176
0.76,0.04,66.6345
0.76,0.05,63.4164
0.76,0.06,60.2778
0.76,0.07,57.2321
0.76,0.08,54.2913
0.76,0.09,51.4658
0.76,0.1,48.7648
0.76,0.11,46.1956
0.76,0.12,43.7639
0.76,0.13,41.474
0.76,0.14,39.3282
0.76,0.15,37.3276
0.76,0.16,35.4715
0.76,0.17,33.7582
0.76,0.18,32.1846
0.76,0.19,30.7464
0.76,0.2,29.4385
0.76,0.21,28.255
0.76,0.22,27.1895
0.76,0.23,26.235
0.76,0.24,25.384
0.76,0.25,24.6293
0.76,0.26,23.9631
0.76,0.27,23.3781
0.76,0.28,22.8669
0.76,0.29,22.4224
0.76,0.3,22.0378
0.76,0.31,21.7067
0.76,0.32,21.4231
0.76,0.33,21.1813
0.76,0.34,20.9762
0.76,0.35,20.8031
0.76,0.36,20.6578
0.76,0.37,20.5363
0.76,0.38,20.4353
0.76,0.39,20.3517
0.76,0.4,20.2829
0.76,0.41,20.2265
0.76,0.42,20.1805
0.76,0.43,20.1432
0.76,0.44,20.1131
0.76,0.45,20.0889
0.76,0.46,20.0696
0.76,0.47,20.0542
0.76,0.48,20.042
0.76,0.49,20.0324
0.76,0.5,20.0249
0.76,0.51,20.0191
0.76,0.52,20.0145
0.76,0.53,20.011
0.76,0.54,20.0083
0.76,0.55,20.0062
0.76,0.56,20.0047
0.76,0.57,20.0035
0.76,0.58,20.0026
0.76,0.59,20.0019
0.76,0.6,20.0014
0.76,0.61,20.001
0.76,0.62,20.0007
0.76,0.63,20.0005
0.76,0.64,20.0004
0.76,0.65,20.0003
0.76,0.66,20.0002
0.76,0.67,20.0001
0.76,0.68,20.0001
0.76,0.69,20.0001
0.76,0.7,20
0.76,0.71,20
0.76,0.72,20
0.76,0.73,20
0.76,0.74,20
0.76,0.75,20
0.76,0.76,20
0.76,0.77,20
0.76,0.78,20
0.76,0.79,20
0.76,0.8,20
0.76,0.81,20
0.76,0.82,20
0.76,0.83,20
0.76,0.84,20
0.76,0.85,20
0.76,0.86,20
0.76,0.87,20
0.76,0.88,20
0.76,0.89,20
0.76,0.9,20
0.76,0.91,20
0.76,0.92,20
0.76,0.93,20
0.76,0.94,20
0.76,0.95,20
0.76,0.96,20
0.76,0.97,20
0.76,0.98,20
0.76,0.99,20
0.77,0,80
0.77,0.01,76.6168
0.77,0.02,73.2504
0.77,0.03,69.9176
0.77,0.04,66.6345
0.77,0.05,63.4164
0.77,0.06,60.2778
0.77,0.07,57.2321
0.77,0.08,54.2913
0.77,0.09,51.4658
0.77,0.1,48.7648
0.77,0.11,46.1956
0.77,0.12,43.7639
0.77,0.13,41.474
0.77,0.14,39.3282
0.77,0.15,37.3276
0.77,0.16,35.4715
0.77,0.17,33.7582
0.77,0.18,32.1846
0.77,0.19,30.7464
0.77,0.2,29.4385
0.77,0.21,28.255
0.77,0.22,27.1895
0.77,0.23,26.235
0.77,0.24,25.384
0.77,0.25,24.6293
0.77,0.26,23.9631
0.77,0.27,23.3781
0.77,0.28,22.8669
0.77,0.29,22.4224
0.77,0.3,22.0378
0.77,0.31,21.7067
0.77,0.32,21.4231
0.77,0.33,21.1813
0.77,0.34,20.9762
0.77,0.35,20.8031
0.77,0.36,20.6578
0.77,0.37,20.5363
0.77,0.38,20.4353
0.77,0.39,20.3517
0.77,0.4,20.2829
0.77,0.41,20.2265
0.77,0.42,20.1805
0.77,0.43,20.1432
0.77,0.44,20.1131
0.77,0.45,20.0889
0.77,0.46,20.0696
0.77,0.47,20.0542
0.77,0.48,20.042
0.77,0.49,20.0324
0.77,0.5,20.0249
0.77,0.51,20.0191
0.77,0.52,20.0145
0.77,0.53,20.011
0.77,0.54,20.0083
0.77,0.55,20.0062
0.77,0.56,20.0047
0.77,0.57,20.0035
0.77,0.58,20.0026
0.77,0.59,20.0019
0.77,0.6,20.0014
0.77,0.61,20.001
0.77,0.62,20.0007
0.77,0.63,20.0005
0.77,0.64,20.0004
0.77,0.65,20.0003
0.77,0.66,20.0002
0.77,0.67,20.0001
0.77,0.68,20.0001
0.77,0.69,20.0001
0.77,0.7,20
0.77,0.71,20
0.77,0.72,20
0.77,0.73,20
0.77,0.74,20
0.77,0.75,20
0.77,0.76,20
0.77,0.77,20
0.77,0.78,20
0.77,0.79,20
0.77,0.8,20
0.77,0.81,20
0.77,0.82,20
0.77,0.83,20
0.77,0.84,20
0.77,0.85,20
0.77,0.86,20
0.77,0.87,20
0.77,0.88,20
0.77,0.89,20
0.77,0.9,20
0.77,0.91,20
0.77,0.92,20
0.77,0.93,20
0.77,0.94,20
0.77,0.95,20
0.77,0.96,20
0.77,0.97,20
0.77,0.98,20
0.77,0.99,20
0.78,0,80
0.78,0.01,76.6168
0.78,0.02,73.2504
0.78,0.03,69.9176
0.78,0.04,66.6345
0.78,0.05,63.4164
0.78,0.06,60.2778
0.78,0.07,57.2321
0.78,0.08,54.2913
0.78,0.09,51.4658
0.78,0.1,48.7648
0.78,0.11,46.1956
0.78,0.12,43.7639
0.78,0.13,41.474
0.78,0.14,39.3282
0.78,0.15,37.3276
0.78,0.16,35.4715
0.78,0.17,33.7582
0.78,0.18,32.1846
0.78,0.19,30.7464
0.78,0.2,29.4385
0.78,0.21,28.255
0.78,0.22,27.1895
0.78,0.23,26.235
0.78,0.24,25.384
0.78,0.25,24.6293
0.78,0.26,23.9631
0.78,0.27,23.3781
0.78,0.28,22.8669
0.78,0.29,22.4224
0.78,0.3,22.0378
0.78,0.31,21.7067
0.78,0.32,21.4231
0.78,0.33,21.1813
0.78,0.34,20.9762
0.78,0.35,20.8031
0.78,0.36,20.6578
0.78,0.37,20.5363
0.78,0.38,20.4353
0.78,0.39,20.3517
0.78,0.4,20.2829
0.78,0.41,20.2265
0.78,0.42,20.1805
0.78,0.43,20.1432
0.78,0.44,20.1131
0.78,0.45,20.0889
0.78,0.46,20.0696
0.78,0.47,20.0542
0.78,0.48,20.042
0.78,0.49,20.0324
0.78,0.5,20.0249
0.78,0.51,20.0191
0.78,0.52,20.0145
0.78,0.53,20.011
0.78,0.54,20.0083
0.78,0.55,20.0062
0.78,0.56,20.0047
0.78,0.57,20.0035
0.78,0.58,20.0026
0.78,0.59,20.0019
0.78,0.6,20.0014
0.78,0.61,20.001
0.78,0.62,20.0007
0.78,0.63,20.0005
0.78,0.64,20.0004
0.78,0.65,20.0003
0.78,0.66,20.0002
0.78,0.67,20.0001
0.78,0.68,20.0001
0.78,0.69,20.0001
0.78,0.7,20
0.78,0.71,20
0.78,0.72,20
0.78,0.73,20
0.78,0.74,20
0.78,0.75,20
0.78,0.76,20
0.78,0.77,20
0.78,0.78,20
0.78,0.79,20
0.78,0.8,20
0.78,0.81,20
0.78,0.82,20
0.78,0.83,20
0.78,0.84,20
0.78,0.85,20
0.78,0.86,20
0.78,0.87,20
0.78,0.88,20
0.78,0.89,20
0.78,0.9,20
0.78,0.91,20
0.78,0.92,20
0.78,0.93,20
0.78,0.94,20
0.78,0.95,20
0.78,0.96,20
0.78,0.97,20
0.78,0.98,20
0.78,0.99,20
0.79,0,80
0.79,0.01,76.6168
0.79,0.02,73.2504
0.79,0.03,69.9176
0.79,0.04,66.6345
0.79,0.05,63.4164
0.79,0.06,60.2778
0.79,0.07,57.2321
0.79,0.08,54.2913
0.79,0.09,51.4658
0.79,0.1,48.7648
0.79,0.11,46.1956
0.79,0.12,43.7639
0.79,0.13,41.474
0.79,0.14,39.3282
0.79,0.15,37.3276
0.79,0.16,35.4715
0.79,0.17,33.7582
0.79,0.18,32.1846
0.79,0.19,30.7464
0.79,0.2,29.4385
0.79,0.21,28.255
0.79,0.22,27.1895
0.79,0.23,26.235
0.79,0.24,25.384
0.79,0.25,24.6293
0.79,0.26,23.9631
0.79,0.27,23.3781
0.79,0.28,22.8669
0.79,0.29,22.4224
0.79,0.3,22.0378
0.79,0.31,21.7067
0.79,0.32,21.4231
0.79,0.33,21.1813
0.79,0.34,20.9762
0.79,0.35,20.8031
0.79,0.36,20.6578
0.79,0.37,20.5363
0.79,0.38,20.4353
0.79,0.39,20.3517
0.79,0.4,20.2829
0.79,0.41,20.2265
0.79,0.42,20.1805
0.79,0.43,20.1432
0.79,0.44,20.1131
0.79,0.45,20.0889
0.79,0.46,20.0696
0.79,0.47,20.0542
0.79,0.48,20.042
0.79,0.49,20.0324
0.79,0.5,20.0249
0.79,0.51,20.0191
0.79,0.52,20.0145
0.79,0.53,20.011
0.79,0.54,20.0083
0.79,0.55,20.0062
0.79,0.56,20.0047
0.79,0.57,20.0035
0.79,0.58,20.0026
0.79,0.59,20.0019
0.79,0.6,20.0014
0.79,0.61,20.001
0.79,0.62,20.0007
0.79,0.63,20.0005
0.79,0.64,20.0004
0.79,0.65,20.0003
0.79,0.66,20.0002
0.79,0.67,20.0001
0.79,0.68,20.0001
0.79,0.69,20.0001
0.79,0.7,20
0.79,0.71,20
0.79,0.72,20
0.79,0.73,20
0.79,0.74,20
0.79,0.75,20
0.79,0.76,20
0.79,0.77,20
0.79,0.78,20
0.79,0.79,20
0.79,0.8,20
0.79,0.81,20
0.79,0.82,20
0.79,0.83,20
0.79,0.84,20
0.79,0.85,20
0.79,0.86,20
0.79,0.87,20
0.79,0.88,20
0.79,0.89,20
0.79,0.9,20
0.79,0.91,20
0.79,0.92,20
0.79,0.93,20
0.79,0.94,20
0.79,0.95,20
0.79,0.96,20
0.79,0.97,20
0.79,0.98,20
0.79,0.99,20
0.8,0,80
0.8,0.01,76.6168
0.8,0.02,73.2504
0.8,0.03,69.9176
0.8,0.04,66.6345
0.8,0.05,63.4164
0.8,0.06,60.2779
0.8,0.07,57.2321
0.8,0.08,54.2913
0.8,0.09,51.4658
0.8,0.1,48.7648
0.8,0.11,46.1956
0.8,0.12,43.7639
0.8,0.13,41.474
0.8,0.14,39.3282
0.8,0.15,37.3276
0.8,0.16,35.4715
0.8,0.17,33.7582
0.8,0.18,32.1846
0.8,0.19,30.7464
0.8,0.2,29.4385
0.8,0.21,28.255
0.8,0.22,27.1895
0.8,0.23,26.235
0.8,0.24,25.384
0.8,0.25,24.6293
0.8,0.26,23.9631
0.8,0.27,23.3781
0.8,0.28,22.8669
0.8,0.29,22.4224
0.8,0.3,22.0378
0.8,0.31,21.7067
0.8,0.32,21.4231
0.8,0.33,21.1813
0.8,0.34,20.9762
0.8,0.35,20.8031
0.8,0.36,20.6578
0.8,0.37,20.5363
0.8,0.38,20.4353
0.8,0.39,20.3517
0.8,0.4,20.2829
0.8,0.41,20.2265
0.8,0.42,20.1805
0.8,0.43,20.1432
0.8,0.44,20.1131
0.8,0.45,20.0889
0.8,0.46,20.0696
0.8,0.47,20.0542
0.8,0.48,20.042
0.8,0.49,20.0324
0.8,0.5,20.0249
0.8,0.51,20.0191
0.8,0.52,20.0145
0.8,0.53,20.011
0.8,0.54,20.0083
0.8,0.55,20.0062
0.8,0.56,20.0047
0.8,0.57,20.0035
0.8,0.58,20.0026
0.8,0.59,20.0019
0.8,0.6,20.0014
0.8,0.61,20.001
0.8,0.62,20.0007
0.8,0.63,20.0005
0.8,0.64,20.0004
0.8,0.65,20.0003
0.8,0.66,20.0002
0.8,0.67,20.0001
0.8,0.68,20.0001
0.8,0.69,20.0001
0.8,0.7,20
0.8,0.71,20
0.8,0.72,20
0.8,0.73,20
0.8,0.74,20
0.8,0.75,20
0.8,0.76,20
0.8,0.77,20
0.8,0.78,20
0.8,0.79,20
0.8,0.8,20
0.8,0.81,20
0.8,0.82,20
0.8,0.83,20
0.8,0.84,20
0.8,0.85,20
0.8,0.86,20
0.8,0.87,20
0.8,0.88,20
0.8,0.89,20
0.8,0.9,20
0.8,0.91,20
0.8,0.92,20
0.8,0.93,20
0.8,0.94,20
0.8,0.95,20
0.8,0.96,20
0.8,0.97,20
0.8,0.98,20
0.8,0.99,20
0.81,0,80
0.81,0.01,76.6168
0.81,0.02,73.2504
0.81,0.03,69.9176
0.81,0.04,66.6345
0.81,0.05,63.4164
0.81,0.06,60.2779
0.81,0.07,57.2321
0.81,0.08,54.2913
0.81,0.09,51.4658
0.81,0.1,48.7648
0.81,0.11,46.1956
0.81,0.12,43.7639
0.81,0.13,41.474
0.81,0.14,39.3282
0.81,0.15,37.3276
0.81,0.16,35.4715
0.81,0.17,33.7582
0.81,0.18,32.1846
0.81,0.19,30.7464
0.81,0.2,29.4385
0.81,0.21,28.255
0.81,0.22,27.1895
0.81,0.23,26.235
0.81,0.24,25.384
0.81,0.25,24.6293
0.81,0.26,23.9631
0.81,0.27,23.3781
0.81,0.28,22.8669
0.81,0.29,22.4224
0.81,0.3,22.0378
0.81,0.31,21.7067
0.81,0.32,21.4231
0.81,0.33,21.1813
0.81,0.34,20.9762
0.81,0.35,20.8031
0.81,0.36,20.6578
0.81,0.37,20.5363
0.81,0.38,20.4353
0.81,0.39,20.3517
0.81,0.4,20.2829
0.81,0.41,20.2265
0.81,0.42,20.1805
0.81,0.43,20.1432
0.81,0.44,20.1131
0.81,0.45,20.0889
0.81,0.46,20.0696
0.81,0.47,20.0542
0.81,0.48,20.042
0.81,0.49,20.0324
0.81,0.5,20.0249
0.81,0.51,20.0191
0.81,0.52,20.0145
0.81,0.53,20.011
0.81,0.54,20.0083
0.81,0.55,20.0062
0.81,0.56,20.0047
0.81,0.57,20.0035
0.81,0.58,20.0026
0.81,0.59,20.0019
0.81,0.6,20.0014
0.81,0.61,20.001
0.81,0.62,20.0007
0.81,0.63,20.0005
0.81,0.64,20.0004
0.81,0.65,20.0003
0.81,0.66,20.0002
0.81,0.67,20.0001
0.81,0.68,20.0001
0.81,0.69,20.0001
0.81,0.7,20
0.81,0.71,20
0.81,0.72,20
0.81,0.73,20
0.81,0.74,20
0.81,0.75,20
0.81,0.76,20
0.81,0.77,20
0.81,0.78,20
0.81,0.79,20
0.81,0.8,20
0.81,0.81,20
0.81,0.82,20
0.81,0.83,20
0.81,0.84,20
0.81,0.85,20
0.81,0.86,20
0.81,0.87,20
0.81,0.88,20
0.81,0.89,20
0.81,0.9,20
0.81,0.91,20
0.81,0.92,20
0.81,0.93,20
0.81,0.94,20
0.81,0.95,20
0.81,0.96,20
0.81,0.97,20
0.81,0.98,20
0.81,0.99,20
0.82,0,80
0.82,0.01,76.6168
0.82,0.02,73.2504
0.82,0.03,69.9176
0.82,0.04,66.6345
0.82,0.05,63.4164
0.82,0.06,60.2779
0.82,0.07,57.2321
0.82,0.08,54.2913
0.82,0.09,51.4658
0.82,0.1,48.7648
0.82,0.11,46.1956
0.82,0.12,43.7639
0.82,0.13,41.474
0.82,0.14,39.3282
0.82,0.15,37.3276
0.82,0.16,35.4715
0.82,0.17,33.7582
0.82,0.18,32.1846
0.82,0.19,30.7464
0.82,0.2,29.4385
0.82,0.21,28.255
0.82,0.22,27.1895
0.82,0.23,26.235
0.82,0.24,25.384
0.82,0.25,24.6293
0.82,0.26,23.9631
0.82,0.27,23.3781
0.82,0.28,22.8669
0.82,0.29,22.4224
0.82,0.3,22.0378
0.82,0.31,21.7067
0.82,0.32,21.4231
0.82,0.33,21.1813
0.82,0.34,20.9762
0.82,0.35,20.8031
0.82,0.36,20.6578
0.82,0.37,20.5363
0.82,0.38,20.4353
0.82,0.39,20.3517
0.82,0.4,20.2829
0.82,0.41,20.2265
0.82,0.42,20.1805
0.82,0.43,20.1432
0.82,0.44,20.1131
0.82,0.45,20.0889
0.82,0.46,20.0696
0.82,0.47,20.0542
0.82,0.48,20.042
0.82,0.49,20.0324
0.82,0.5,20.0249
0.82,0.51,20.0191
0.82,0.52,20.0145
0.82,0.53,20.011
0.82,0.54,20.0083
0.82,0.55,20.0062
0.82,0.56,20.0047
0.82,0.57,20.0035
0.82,0.58,20.0026
0.82,0.59,20.0019
0.82,0.6,20.0014
0.82,0.61,20.001
0.82,0.62,20.0007
0.82,0.63,20.0005
0.82,0.64,20.0004
0.82,0.65,20.0003
0.82,0.66,20.0002
0.82,0.67,20.0001
0.82,0.68,20.0001
0.82,0.69,20.0001
0.82,0.7,20
0.82,0.71,20
0.82,0.72,20
0.82,0.73,20
0.82,0.74,20
0.82,0.75,20
0.82,0.76,20
0.82,0.77,20
0.82,0.78,20
0.82,0.79,20
0.82,0.8,20
0.82,0.81,20
0.82,0.82,20
0.82,0.83,20
0.82,0.84,20
0.82,0.85,20
0.82,0.86,20
0.82,0.87,20
