x,y,T
0.94,0.54,20.0083
0.94,0.55,20.0062
0.94,0.56,20.0047
0.94,0.57,20.0035
0.94,0.58,20.0026
0.94,0.59,20.0019
0.94,0.6,20.0014
0.94,0.61,20.001
0.94,0.62,20.0007
0.94,0.63,20.0005
0.94,0.64,20.0004
0.94,0.65,20.0003
0.94,0.66,20.0002
0.94,0.67,20.0001
0.94,0.68,20.0001
0.94,0.69,20.0001
0.94,0.7,20
0.94,0.71,20
0.94,0.72,20
0.94,0.73,20
0.94,0.74,20
0.94,0.75,20
0.94,0.76,20
0.94,0.77,20
0.94,0.78,20
0.94,0.79,20
0.94,0.8,20
0.94,0.81,20
0.94,0.82,20
0.94,0.83,20
0.94,0.84,20
0.94,0.85,20
0.94,0.86,20
0.94,0.87,20
0.94,0.88,20
0.94,0.89,20
0.94,0.9,20
0.94,0.91,20
0.94,0.92,20
0.94,0.93,20
0.94,0.94,20
0.94,0.95,20
0.94,0.96,20
0.94,0.97,20
0.94,0.98,20
0.94,0.99,20
0.95,0,80
0.95,0.01,76.6168
0.95,0.02,73.2504
0.95,0.03,69.9176
0.95,0.04,66.6345
0.95,0.05,63.4164
0.95,0.06,60.2779
0.95,0.07,57.2321
0.95,0.08,54.2913
0.95,0.09,51.4658
0.95,0.1,48.7648
0.95,0.11,46.1956
0.95,0.12,43.7639
0.95,0.13,41.474
0.95,0.14,39.3282
0.95,0.15,37.3276
0.95,0.16,35.4715
0.95,0.17,33.7582
0.95,0.18,32.1846
0.95,0.19,30.7464
0.95,0.2,29.4385
0.95,0.21,28.255
0.95,0.22,27.1895
0.95,0.23,26.235
0.95,0.24,25.384
0.95,0.25,24.6293
0.95,0.26,23.9631
0.95,0.27,23.3781
0.95,0.28,22.8669
0.95,0.29,22.4224
0.95,0.3,22.0378
0.95,0.31,21.7067
0.95,0.32,21.4231
0.95,0.33,21.1813
0.95,0.34,20.9762
0.95,0.35,20.8031
0.95,0.36,20.6578
0.95,0.37,20.5363
0.95,0.38,20.4353
0.95,0.39,20.3517
0.95,0.4,20.2829
0.95,0.41,20.2265
0.95,0.42,20.1805
0.95,0.43,20.1432
0.95,0.44,20.1131
0.95,0.45,20.0889
0.95,0.46,20.0696
0.95,0.47,20.0542
0.95,0.48,20.042
0.95,0.49,20.0324
0.95,0.5,20.0249
0.95,0.51,20.0191
0.95,0.52,20.0145
0.95,0.53,20.011
0.95,0.54,20.0083
0.95,0.55,20.0062
0.95,0.56,20.0047
0.95,0.57,20.0035
0.95,0.58,20.0026
0.95,0.59,20.0019
0.95,0.6,20.0014
0.95,0.61,20.001
0.95,0.62,20.0007
0.95,0.63,20.0005
0.95,0.64,20.0004
0.95,0.65,20.0003
0.95,0.66,20.0002
0.95,0.67,20.0001
0.95,0.68,20.0001
0.95,0.69,20.0001
0.95,0.7,20
0.95,0.71,20
0.95,0.72,20
0.95,0.73,20
0.95,0.74,20
0.95,0.75,20
0.95,0.76,20
0.95,0.77,20
0.95,0.78,20
0.95,0.79,20
0.95,0.8,20
0.95,0.81,20
0.95,0.82,20
0.95,0.83,20
0.95,0.84,20
0.95,0.85,20
0.95,0.86,20
0.95,0.87,20
0.95,0.88,20
0.95,0.89,20
0.95,0.9,20
0.95,0.91,20
0.95,0.92,20
0.95,0.93,20
0.95,0.94,20
0.95,0.95,20
0.95,0.96,20
0.95,0.97,20
0.95,0.98,20
0.95,0.99,20
0.96,0,80
0.96,0.01,76.6168
0.96,0.02,73.2504
0.96,0.03,69.9176
0.96,0.04,66.6345
0.96,0.05,63.4164
0.96,0.06,60.2779
0.96,0.07,57.2321
0.96,0.08,54.2913
0.96,0.09,51.4658
0.96,0.1,48.7648
0.96,0.11,46.1956
0.96,0.12,43.7639
0.96,0.13,41.474
0.96,0.14,39.3282
0.96,0.15,37.3276
0.96,0.16,35.4715
0.96,0.17,33.7582
0.96,0.18,32.1846
0.96,0.19,30.7464
0.96,0.2,29.4385
0.96,0.21,28.255
0.96,0.22,27.1895
0.96,0.23,26.235
0.96,0.24,25.384
0.96,0.25,24.6293
0.96,0.26,23.9631
0.96,0.27,23.3781
0.96,0.28,22.8669
0.96,0.29,22.4224
0.96,0.3,22.0378
0.96,0.31,21.7067
0.96,0.32,21.4231
0.96,0.33,21.1813
0.96,0.34,20.9762
0.96,0.35,20.8031
0.96,0.36,20.6578
0.96,0.37,20.5363
0.96,0.38,20.4353
0.96,0.39,20.3517
0.96,0.4,20.2829
0.96,0.41,20.2265
0.96,0.42,20.1805
0.96,0.43,20.1432
0.96,0.44,20.1131
0.96,0.45,20.0889
0.96,0.46,20.0696
0.96,0.47,20.0542
0.96,0.48,20.042
0.96,0.49,20.0324
0.96,0.5,20.0249
0.96,0.51,20.0191
0.96,0.52,20.0145
0.96,0.53,20.011
0.96,0.54,20.0083
0.96,0.55,20.0062
0.96,0.56,20.0047
0.96,0.57,20.0035
0.96,0.58,20.0026
0.96,0.59,20.0019
0.96,0.6,20.0014
0.96,0.61,20.001
0.96,0.62,20.0007
0.96,0.63,20.0005
0.96,0.64,20.0004
0.96,0.65,20.0003
0.96,0.66,20.0002
0.96,0.67,20.0001
0.96,0.68,20.0001
0.96,0.69,20.0001
0.96,0.7,20
0.96,0.71,20
0.96,0.72,20
0.96,0.73,20
0.96,0.74,20
0.96,0.75,20
0.96,0.76,20
0.96,0.77,20
0.96,0.78,20
0.96,0.79,20
0.96,0.8,20
0.96,0.81,20
0.96,0.82,20
0.96,0.83,20
0.96,0.84,20
0.96,0.85,20
0.96,0.86,20
0.96,0.87,20
0.96,0.88,20
0.96,0.89,20
0.96,0.9,20
0.96,0.91,20
0.96,0.92,20
0.96,0.93,20
0.96,0.94,20
0.96,0.95,20
0.96,0.96,20
0.96,0.97,20
0.96,0.98,20
0.96,0.99,20
0.97,0,80
0.97,0.01,76.6168
0.97,0.02,73.2504
0.97,0.03,69.9176
0.97,0.04,66.6345
0.97,0.05,63.4164
0.97,0.06,60.2779
0.97,0.07,57.2321
0.97,0.08,54.2913
0.97,0.09,51.4658
0.97,0.1,48.7648
0.97,0.11,46.1956
0.97,0.12,43.7639
0.97,0.13,41.474
0.97,0.14,39.3282
0.97,0.15,37.3276
0.97,0.16,35.4715
0.97,0.17,33.7582
0.97,0.18,32.1846
0.97,0.19,30.7464
0.97,0.2,29.4385
0.97,0.21,28.255
0.97,0.22,27.1895
0.97,0.23,26.235
0.97,0.24,25.384
0.97,0.25,24.6293
0.97,0.26,23.9631
0.97,0.27,23.3781
0.97,0.28,22.8669
0.97,0.29,22.4224
0.97,0.3,22.0378
0.97,0.31,21.7067
0.97,0.32,21.4231
0.97,0.33,21.1813
0.97,0.34,20.9762
0.97,0.35,20.8031
0.97,0.36,20.6578
0.97,0.37,20.5363
0.97,0.38,20.4353
0.97,0.39,20.3517
0.97,0.4,20.2829
0.97,0.41,20.2265
0.97,0.42,20.1805
0.97,0.43,20.1432
0.97,0.44,20.1131
0.97,0.45,20.0889
0.97,0.46,20.0696
0.97,0.47,20.0542
0.97,0.48,20.042
0.97,0.49,20.0324
0.97,0.5,20.0249
0.97,0.51,20.0191
0.97,0.52,20.0145
0.97,0.53,20.011
0.97,0.54,20.0083
0.97,0.55,20.0062
0.97,0.56,20.0047
0.97,0.57,20.0035
0.97,0.58,20.0026
0.97,0.59,20.0019
0.97,0.6,20.0014
0.97,0.61,20.001
0.97,0.62,20.0007
0.97,0.63,20.0005
0.97,0.64,20.0004
0.97,0.65,20.0003
0.97,0.66,20.0002
0.97,0.67,20.0001
0.97,0.68,20.0001
0.97,0.69,20.0001
0.97,0.7,20
0.97,0.71,20
0.97,0.72,20
0.97,0.73,20
0.97,0.74,20
0.97,0.75,20
0.97,0.76,20
0.97,0.77,20
0.97,0.78,20
0.97,0.79,20
0.97,0.8,20
0.97,0.81,20
0.97,0.82,20
0.97,0.83,20
0.97,0.84,20
0.97,0.85,20
0.97,0.86,20
0.97,0.87,20
0.97,0.88,20
0.97,0.89,20
0.97,0.9,20
0.97,0.91,20
0.97,0.92,20
0.97,0.93,20
0.97,0.94,20
0.97,0.95,20
0.97,0.96,20
0.97,0.97,20
0.97,0.98,20
0.97,0.99,20
0.98,0,80
0.98,0.01,76.6168
0.98,0.02,73.2504
0.98,0.03,69.9176
0.98,0.04,66.6345
0.98,0.05,63.4164
0.98,0.06,60.2779
0.98,0.07,57.2321
0.98,0.08,54.2913
0.98,0.09,51.4658
0.98,0.1,48.7648
0.98,0.11,46.1956
0.98,0.12,43.7639
0.98,0.13,41.474
0.98,0.14,39.3282
0.98,0.15,37.3276
0.98,0.16,35.4715
0.98,0.17,33.7582
0.98,0.18,32.1846
0.98,0.19,30.7464
0.98,0.2,29.4385
0.98,0.21,28.255
0.98,0.22,27.1895
0.98,0.23,26.235
0.98,0.24,25.384
0.98,0.25,24.6293
0.98,0.26,23.9631
0.98,0.27,23.3781
0.98,0.28,22.8669
0.98,0.29,22.4224
0.98,0.3,22.0378
0.98,0.31,21.7067
0.98,0.32,21.4231
0.98,0.33,21.1813
0.98,0.34,20.9762
0.98,0.35,20.8031
0.98,0.36,20.6578
0.98,0.37,20.5363
0.98,0.38,20.4353
0.98,0.39,20.3517
0.98,0.4,20.2829
0.98,0.41,20.2265
0.98,0.42,20.1805
0.98,0.43,20.1432
0.98,0.44,20.1131
0.98,0.45,20.0889
0.98,0.46,20.0696
0.98,0.47,20.0542
0.98,0.48,20.042
0.98,0.49,20.0324
0.98,0.5,20.0249
0.98,0.51,20.0191
0.98,0.52,20.0145
0.98,0.53,20.011
0.98,0.54,20.0083
0.98,0.55,20.0062
0.98,0.56,20.0047
0.98,0.57,20.0035
0.98,0.58,20.0026
0.98,0.59,20.0019
0.98,0.6,20.0014
0.98,0.61,20.001
0.98,0.62,20.0007
0.98,0.63,20.0005
0.98,0.64,20.0004
0.98,0.65,20.0003
0.98,0.66,20.0002
0.98,0.67,20.0001
0.98,0.68,20.0001
0.98,0.69,20.0001
0.98,0.7,20
0.98,0.71,20
0.98,0.72,20
0.98,0.73,20
0.98,0.74,20
0.98,0.75,20
0.98,0.76,20
0.98,0.77,20
0.98,0.78,20
0.98,0.79,20
0.98,0.8,20
0.98,0.81,20
0.98,0.82,20
0.98,0.83,20
0.98,0.84,20
0.98,0.85,20
0.98,0.86,20
0.98,0.87,20
0.98,0.88,20
0.98,0.89,20
0.98,0.9,20
0.98,0.91,20
0.98,0.92,20
0.98,0.93,20
0.98,0.94,20
0.98,0.95,20
0.98,0.96,20
0.98,0.97,20
0.98,0.98,20
0.98,0.99,20
0.99,0,80
0.99,0.01,76.6168
0.99,0.02,73.2504
0.99,0.03,69.9176
0.99,0.04,66.6345
0.99,0.05,63.4164
0.99,0.06,60.2779
0.99,0.07,57.2321
0.99,0.08,54.2913
0.99,0.09,51.4658
0.99,0.1,48.7648
0.99,0.11,46.1956
0.99,0.12,43.7639
0.99,0.13,41.474
0.99,0.14,39.3282
0.99,0.15,37.3276
0.99,0.16,35.4715
0.99,0.17,33.7582
0.99,0.18,32.1846
0.99,0.19,30.7464
0.99,0.2,29.4385
0.99,0.21,28.255
0.99,0.22,27.1895
0.99,0.23,26.235
0.99,0.24,25.384
0.99,0.25,24.6293
0.99,0.26,23.9631
0.99,0.27,23.3781
0.99,0.28,22.8669
0.99,0.29,22.4224
0.99,0.3,22.0378
0.99,0.31,21.7067
0.99,0.32,21.4231
0.99,0.33,21.1813
0.99,0.34,20.9762
0.99,0.35,20.8031
0.99,0.36,20.6578
0.99,0.37,20.5363
0.99,0.38,20.4353
0.99,0.39,20.3517
0.99,0.4,20.2829
0.99,0.41,20.2265
0.99,0.42,20.1805
0.99,0.43,20.1432
0.99,0.44,20.1131
0.99,0.45,20.0889
0.99,0.46,20.0696
0.99,0.47,20.0542
0.99,0.48,20.042
0.99,0.49,20.0324
0.99,0.5,20.0249
0.99,0.51,20.0191
0.99,0.52,20.0145
0.99,0.53,20.011
0.99,0.54,20.0083
0.99,0.55,20.0062
0.99,0.56,20.0047
0.99,0.57,20.0035
0.99,0.58,20.0026
0.99,0.59,20.0019
0.99,0.6,20.0014
0.99,0.61,20.001
0.99,0.62,20.0007
0.99,0.63,20.0005
0.99,0.64,20.0004
0.99,0.65,20.0003
0.99,0.66,20.0002
0.99,0.67,20.0001
0.99,0.68,20.0001
0.99,0.69,20.0001
0.99,0.7,20
0.99,0.71,20
0.99,0.72,20
0.99,0.73,20
0.99,0.74,20
0.99,0.75,20
0.99,0.76,20
0.99,0.77,20
0.99,0.78,20
0.99,0.79,20
0.99,0.8,20
0.99,0.81,20
0.99,0.82,20
0.99,0.83,20
0.99,0.84,20
0.99,0.85,20
0.99,0.86,20
0.99,0.87,20
0.99,0.88,20
0.99,0.89,20
0.99,0.9,20
0.99,0.91,20
0.99,0.92,20
0.99,0.93,20
0.99,0.94,20
0.99,0.95,20
0.99,0.96,20
0.99,0.97,20
0.99,0.98,20
0.99,0.99,20
